element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,team,web_name,element_type
22,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9658,34449,2811,12469,1,Torreira,3
23,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-585,3093,119,704,1,Nelson,3
24,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2489,73999,4057,6546,1,Turner,1
25,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-4909,10655,173,5082,1,Fábio Vieira,3
26,11,10,-1,True,2022-08-13T14:00:00Z,4,2,2,90,0,0,0,2,1,0,0,0,0,0,0,9,7.4,0.7,0.0,0.8,45,184739,494654,212268,27529,1,Saliba,2
27,11,10,0,True,2022-08-13T14:00:00Z,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1637,8780,675,2312,1,Marquinhos,3
28,11,10,19,True,2022-08-13T14:00:00Z,4,2,2,83,2,2,0,2,0,0,0,0,0,0,3,65,98.6,33.7,105.0,23.7,80,-265945,6211795,105825,371770,1,Jesus,4
29,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,59,0,0,0,0,0,0,0,1,0,0,0,6,1.4,3.5,2.0,0.7,70,-121965,1363566,58301,180266,2,Coutinho,3
30,12,8,6,True,2022-08-13T11:30:00Z,2,1,2,77,1,0,1,0,0,0,0,1,0,0,1,23,31.8,10.0,47.0,8.9,70,-31634,168411,12338,43972,2,Ings,4
31,12,8,3,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,4,0,16,34.6,0.0,0.0,3.5,50,-28615,505383,21425,50040,2,Martínez,1
32,12,8,1,True,2022-08-13T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,10.0,0.0,0.0,1.0,45,-2659,25480,1228,3887,2,Chambers,2
33,12,8,-1,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,1,0,0,1,0,0,0,-1,6.8,15.5,6.0,2.8,50,-13477,368642,27497,40974,2,Digne,2
34,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2117,18277,1383,3500,2,Traoré,3
35,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1046,178775,6091,7137,2,Olsen,1
36,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,151,30978,4049,3898,2,Sanson,3
37,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,17,20.2,31.4,9.0,6.1,55,-12772,159025,7247,20019,2,McGinn,3
38,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1303,2463,24,1327,2,Hause,2
39,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,16.6,1.3,0.0,1.8,45,-93171,507947,10497,103668,2,Mings,2
40,12,8,11,True,2022-08-13T11:30:00Z,2,1,2,90,0,2,0,1,0,0,0,0,0,0,3,27,40.8,25.0,45.0,11.1,74,-84327,257270,10167,94494,2,Watkins,4
41,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-645,19519,2001,2646,2,Nakamba,3
42,12,8,8,True,2022-08-13T11:30:00Z,2,1,2,30,1,0,0,1,0,0,0,0,0,0,2,26,42.8,38.8,53.0,13.5,60,-6647,40198,2423,9070,2,Buendía,3
43,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,13.4,6.3,0.0,2.0,50,-152913,1525592,42016,194929,2,Cash,2
44,12,8,1,True,2022-08-13T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,45,335,28102,3449,3114,2,Konsa,2
45,12,8,1,True,2022-08-13T11:30:00Z,2,1,2,12,0,0,0,1,0,0,0,0,0,0,0,5,2.2,10.5,2.0,1.5,50,-14393,1509475,89649,104042,2,Bailey,3
46,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-10992,51698,1577,12569,2,Douglas Luiz,3
47,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,13.4,18.5,6.0,3.8,55,-28430,154255,4260,32690,2,Ramsey,3
48,15,18,0,True,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4444,55831,4000,8444,6,Chukwuemeka,3
49,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-57,3511,335,392,2,Iroegbunam,3
50,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,13.8,1.3,29.0,4.4,50,-11162,97578,4695,15857,2,Diego Carlos,2
51,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1798,11070,780,2578,2,El Ghazi,3
